date,day_of_week,weather,menu_item,food_category,meal_time,amount_cooked_kg,amount_consumed_kg,food_waste_kg
2026-06-18,Thursday,Heavy Rain,Gulab Jamun,Dessert,Lunch,42.19,28.21,13.98
2026-06-18,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Lunch,41.57,26.42,15.14
2026-06-18,Thursday,Heavy Rain,Dal Makhani,Curry/Dal,Breakfast,44.86,28.46,16.41
2026-06-19,Friday,Light Rain,Poha,Other,Dinner,50.62,46.57,4.06
2026-06-19,Friday,Light Rain,Dal Makhani,Curry/Dal,Dinner,45.74,41.09,4.65
2026-06-19,Friday,Light Rain,Plain Roti,Bread/Roti,Lunch,53.89,51.12,2.76
2026-06-20,Saturday,Light Rain,Plain Roti,Bread/Roti,Lunch,47.85,32.08,15.77
2026-06-20,Saturday,Light Rain,Aloo Gobhi,Dry Veg,Breakfast,47.19,34.31,12.88
2026-06-21,Sunday,Cloudy,Plain Roti,Bread/Roti,Dinner,45.68,25.87,19.81
2026-06-21,Sunday,Cloudy,Palak Paneer,Curry/Dal,Dinner,54.22,37.33,16.88
2026-06-21,Sunday,Cloudy,Plain Roti,Bread/Roti,Dinner,56.26,34.05,22.21
2026-06-22,Monday,Heavy Rain,Plain Roti,Bread/Roti,Breakfast,55.46,34.99,20.47
2026-06-22,Monday,Heavy Rain,Gulab Jamun,Dessert,Dinner,52.27,36.06,16.21
2026-06-22,Monday,Heavy Rain,Gulab Jamun,Dessert,Dinner,45.47,34.58,10.89
2026-06-23,Tuesday,Cloudy,Palak Paneer,Curry/Dal,Lunch,57.27,54.31,2.95
2026-06-23,Tuesday,Cloudy,Mix Veg,Dry Veg,Breakfast,49.09,33.14,15.95
2026-06-24,Wednesday,Cloudy,Aloo Gobhi,Dry Veg,Breakfast,45.64,38.64,7.0
2026-06-25,Thursday,Light Rain,Jeera Rice,Rice,Breakfast,52.12,47.69,4.43
2026-06-25,Thursday,Light Rain,Dal Makhani,Curry/Dal,Dinner,45.69,42.33,3.35
2026-06-26,Friday,Cloudy,Jeera Rice,Rice,Dinner,57.81,46.51,11.3
2026-06-26,Friday,Cloudy,Jeera Rice,Rice,Breakfast,57.94,49.36,8.58
2026-06-27,Saturday,Clear,Mix Veg,Dry Veg,Lunch,55.28,29.84,25.44
2026-06-27,Saturday,Clear,Plain Roti,Bread/Roti,Dinner,58.36,37.55,20.81
2026-06-27,Saturday,Clear,Mix Veg,Dry Veg,Lunch,52.55,36.5,16.05
